CUSTOMER_CODE,FIRSTNAME,LASTNAME,INVOICE_CODE,AMOUNT,DATE,ITEM_CODE,QUANTITY
,Martine,Rance,10180,50.36,11/11/03 0:00,S18_3782,21
,Henriette,Pfalzheim,10191,72.74,11/20/2003 0:00,S18_3782,43
,Dominique,Perrier,10211,54.09,1/15/2004 0:00,S18_3782,46
,Martine,Rance,10224,58.44,2/21/2004 0:00,S18_3782,38
,Michael,Frick,10237,52.22,04/05/04 0:00,S18_3782,26
,Dominique,Perrier,10252,52.84,5/26/2004 0:00,S18_3782,31
,Juri,Yoshido,10264,54.71,6/30/2004 0:00,S18_3782,48
,Miguel,Barajas,10276,50.36,08/02/04 0:00,S18_3782,33
,Marie,Bertrand,10286,57.2,8/28/2004 0:00,S18_3782,38
,Matti,Karttunen,10299,55.95,9/30/2004 0:00,S18_3782,39
,Henriette,Pfalzheim,10310,67.14,10/16/2004 0:00,S18_3782,42
,Kee,Kuo,10319,59.06,11/03/04 0:00,S18_3782,44
,Arnold,Cruz,10330,69.63,11/16/2004 0:00,S18_3782,29
,Peter,Ferguson,10342,55.95,11/24/2004 0:00,S18_3782,26
,Diego,Freyre,10355,53.47,12/07/04 0:00,S18_3782,31
,Kalle,Suominen,10363,89.12,01/06/05 0:00,S18_3782,32
,Diego,Freyre,10378,100,02/10/05 0:00,S18_3782,28
,Valarie,Nelson,10390,100,03/04/05 0:00,S18_3782,36
,Elizabeth,Devon,10403,52.22,04/08/05 0:00,S18_3782,36
,Giovanni,Rovelli,10106,100,2/17/2003 0:00,S18_3856,41
,Georg,Pipps,10119,99.52,4/28/2003 0:00,S18_3856,27
,Leslie,Taylor,10130,100,6/16/2003 0:00,S18_3856,33
,Wing C,Tam,10143,100,08/10/03 0:00,S18_3856,34
,Matti,Karttunen,10155,100,10/06/03 0:00,S18_3856,29
,Maria,Larsson,10167,100,10/23/2003 0:00,S18_3856,34
,Annette,Roulet,10178,100,11/08/03 0:00,S18_3856,48
,Thomas,Hardy,10186,100,11/14/2003 0:00,S18_3856,46
,Eduardo,Saavedra,10197,100,11/26/2003 0:00,S18_3856,22
,Michael,Chandler,10209,100,01/09/04 0:00,S18_3856,20
,Valarie,Thompson,10222,85.75,2/19/2004 0:00,S18_3856,45
,Kyung,Tseng,10249,100,05/08/04 0:00,S18_3856,46
,Diego,Freyre,10262,100,6/24/2004 0:00,S18_3856,34
,Catherine,Dewey,10273,85.75,7/21/2004 0:00,S18_3856,50
,Elizabeth,Lincoln,10283,100,8/20/2004 0:00,S18_3856,46
,Michael,Donnermeyer,10296,84.7,9/15/2004 0:00,S18_3856,22
,Francisca,Cervantes,10307,86.81,10/14/2004 0:00,S18_3856,48
,Helen,Bennett,10316,86.81,11/01/04 0:00,S18_3856,47
,Giovanni,Rovelli,10328,100,11/12/04 0:00,S18_3856,34
,Pascale,Cartrain,10338,100,11/22/2004 0:00,S18_3856,45
,Ann,Brown,10351,100,12/03/04 0:00,S18_3856,20
,Pirkko,Koskitalo,10373,60.49,1/31/2005 0:00,S18_3856,50
,Diego,Freyre,10386,57.55,03/01/05 0:00,S18_3856,22
,Paul,Henriot,10398,100,3/30/2005 0:00,S18_3856,45
,Sue,Frick,10400,100,04/01/05 0:00,S18_3856,58
,Sean,Connery,10415,100,05/09/05 0:00,S18_3856,51
,Diego,Freyre,10104,100,1/31/2003 0:00,S18_4027,38
,Eric,Natividad,10117,100,4/16/2003 0:00,S18_4027,22
,Jeff,Young,10127,100,06/03/03 0:00,S18_4027,25
,Valarie,Nelson,10142,100,08/08/03 0:00,S18_4027,24
,Tony,Calaghan,10152,100,9/25/2003 0:00,S18_4027,35
,Eric,Natividad,10165,100,10/22/2003 0:00,S18_4027,28
,Maurizio,Moroni,10176,100,11/06/03 0:00,S18_4027,36
,Wing C,Tam,10185,100,11/14/2003 0:00,S18_4027,39
,Leslie,Murphy,10196,100,11/26/2003 0:00,S18_4027,27
,Valarie,Franco,10207,100,12/09/03 0:00,S18_4027,40
,Dean,Cassidy,10220,100,02/12/04 0:00,S18_4027,50
,Roland,Keitel,10230,100,3/15/2004 0:00,S18_4027,42
,Kalle,Suominen,10247,100,05/05/04 0:00,S18_4027,48
,Kyung,Yu,10272,100,7/20/2004 0:00,S18_4027,25
,Valarie,Nelson,10282,100,8/20/2004 0:00,S18_4027,31
,Kwai,Yu,10292,100,09/08/04 0:00,S18_4027,44
,Victoria,Ashworth,10306,100,10/14/2004 0:00,S18_4027,23
,Palle,Ibsen,10314,100,10/22/2004 0:00,S18_4027,29
,Michael,Frick,10324,100,11/05/04 0:00,S18_4027,49
,Maria,Hernandez,10337,100,11/21/2004 0:00,S18_4027,36
,Jeff,Young,10349,100,12/01/04 0:00,S18_4027,34
,Diego,Freyre,10358,100,12/10/04 0:00,S18_4027,25
,Akiko,Shimamura,10372,100,1/26/2005 0:00,S18_4027,48
,Diego,Freyre,10383,100,2/22/2005 0:00,S18_4027,38
,Diego,Freyre,10394,100,3/15/2005 0:00,S18_4027,37
,Julie,King,10413,100,05/05/05 0:00,S18_4027,49
,Valarie,Young,10100,86.51,01/06/03 0:00,S18_4409,22
,Victoria,Ashworth,10110,89.27,3/18/2003 0:00,S18_4409,28
,Sue,King,10124,85.59,5/21/2003 0:00,S18_4409,36
,Anna,O'Hara,10148,100,09/11/03 0:00,S18_4409,34
,Julie,Brown,10162,100,10/18/2003 0:00,S18_4409,39
,Giovanni,Rovelli,10173,75.46,11/05/03 0:00,S18_4409,21
,Valarie,Nelson,10182,100,11/12/03 0:00,S18_4409,36
,Sean,Connery,10193,97.55,11/21/2003 0:00,S18_4409,24
,Jeff,Young,10204,85.59,12/02/03 0:00,S18_4409,29
,Thomas,Hardy,10213,94.79,1/22/2004 0:00,S18_4409,38
,Mary,Saveley,10227,100,03/02/04 0:00,S18_4409,34
,Frederique,Citeaux,10241,90.19,4/13/2004 0:00,S18_4409,42
,Paolo,Accorti,10280,100,8/17/2004 0:00,S18_4409,35
,Wendy,Victorino,10288,80.99,09/01/04 0:00,S18_4409,35
,Elizabeth,Devon,10302,89.27,10/06/03 0:00,S18_4409,38
,Diego,Freyre,10311,81.91,10/16/2004 0:00,S18_4409,41
,Victoria,Ashworth,10332,100,11/17/2004 0:00,S18_4409,50
,Laurence,Lebihan,10344,100,11/25/2004 0:00,S18_4409,21
,Julie,Young,10367,62.72,01/12/05 0:00,S18_4409,43
,Diego,Freyre,10380,100,2/16/2005 0:00,S18_4409,32
,Sue,Frick,10407,90.19,4/22/2005 0:00,S18_4409,6
,Adrian,Huxley,10420,92.95,5/29/2005 0:00,S18_4409,66
,Jytte,Petersen,10105,82.5,02/11/03 0:00,S18_4522,41
,Eric,Natividad,10117,97.42,4/16/2003 0:00,S18_4522,23
,Diego,Freyre,10128,92.16,06/06/03 0:00,S18_4522,43
,Valarie,Nelson,10142,70.22,08/08/03 0:00,S18_4522,24
,Diego,Freyre,10153,83.38,9/28/2003 0:00,S18_4522,22
,Violeta,Benitez,10166,73.73,10/21/2003 0:00,S18_4522,26
,Jesus,Fernandez,10177,74.6,11/07/03 0:00,S18_4522,35
,Wing C,Tam,10185,77.24,11/14/2003 0:00,S18_4522,47
,Eduardo,Saavedra,10197,100,11/26/2003 0:00,S18_4522,50
,Mary,Saveley,10208,87.77,01/02/04 0:00,S18_4522,45
,Catherine,Dewey,10221,89.53,2/18/2004 0:00,S18_4522,39
,Helen,Bennett,10232,89.53,3/20/2004 0:00,S18_4522,23
,Kwai,Yu,10248,75.48,05/07/04 0:00,S18_4522,42
,Jean,Fresnisre,10261,89.53,6/17/2004 0:00,S18_4522,20
,Catherine,Dewey,10273,71.09,7/21/2004 0:00,S18_4522,33
,Elizabeth,Lincoln,10283,100,8/20/2004 0:00,S18_4522,34
,Paolo,Accorti,10293,100,09/09/04 0:00,S18_4522,49
,Victoria,Ashworth,10306,90.4,10/14/2004 0:00,S18_4522,39
,Janine,Labrune,10315,100,10/29/2004 0:00,S18_4522,36
,Christina,Berglund,10326,86.01,11/09/04 0:00,S18_4522,50
,Maria,Hernandez,10337,100,11/21/2004 0:00,S18_4522,29
,Diego,Freyre,10350,100,12/02/04 0:00,S18_4522,30
,Akiko,Shimamura,10372,86.89,1/26/2005 0:00,S18_4522,41
,Diego,Freyre,10383,58.58,2/22/2005 0:00,S18_4522,28
,Valarie,Nelson,10396,100,3/23/2005 0:00,S18_4522,45
,Juri,Yoshido,10414,75.48,05/06/05 0:00,S18_4522,16
,Jonas,Bergulfsen,10103,100,1/29/2003 0:00,S18_4600,36
,Marie,Bertrand,10114,100,04/01/03 0:00,S18_4600,41
,Mart¡n,Sommer,10126,100,5/28/2003 0:00,S18_4600,50
,Juri,Hirano,10140,100,7/24/2003 0:00,S18_4600,40
,Eric,Natividad,10150,100,9/19/2003 0:00,S18_4600,49
,Roland,Mendel,10164,100,10/21/2003 0:00,S18_4600,45
,Ann,Brown,10175,100,11/06/03 0:00,S18_4600,47
,Francisca,Cervantes,10183,100,11/13/2003 0:00,S18_4600,21
,Mary,Saveley,10194,100,11/25/2003 0:00,S18_4600,32
,Valarie,Franco,10207,100,12/09/03 0:00,S18_4600,47
,Wendy,Victorino,10217,100,02/04/04 0:00,S18_4600,38
,Valarie,Nelson,10229,100,03/11/04 0:00,S18_4600,41
,Leslie,Murphy,10245,100,05/04/04 0:00,S18_4600,21
,Wendy,Victorino,10259,100,6/15/2004 0:00,S18_4600,41
,Adrian,Huxley,10270,100,7/19/2004 0:00,S18_4600,38
,Kyung,Yu,10281,99.29,8/19/2004 0:00,S18_4600,25
,Maria,Larsson,10291,100,09/08/04 0:00,S18_4600,48
,Marta,Hernandez,10305,99.29,10/13/2004 0:00,S18_4600,22
,Yoshi,Tannamuri,10313,100,10/22/2004 0:00,S18_4600,28
,Roland,Keitel,10323,100,11/05/04 0:00,S18_4600,47
,Christina,Berglund,10334,100,11/19/2004 0:00,S18_4600,49
,Peter,Ferguson,10347,100,11/29/2004 0:00,S18_4600,45
,Valarie,Nelson,10357,100,12/10/04 0:00,S18_4600,28
,Anna,O'Hara,10370,57.53,1/20/2005 0:00,S18_4600,29
,Valarie,Nelson,10382,100,2/17/2005 0:00,S18_4600,39
,Jean,Fresnisre,10411,100,05/01/05 0:00,S18_4600,46
,Janine,Labrune,10425,100,5/31/2005 0:00,S18_4600,38
,Jonas,Bergulfsen,10103,47.29,1/29/2003 0:00,S18_4668,41
,Valarie,Nelson,10113,49.81,3/26/2003 0:00,S18_4668,50
,Mart¡n,Sommer,10126,53.83,5/28/2003 0:00,S18_4668,43
,Juri,Hirano,10140,43.27,7/24/2003 0:00,S18_4668,29
,Eric,Natividad,10150,42.76,9/19/2003 0:00,S18_4668,30
,Roland,Mendel,10164,53.83,10/21/2003 0:00,S18_4668,25
,Tony,Calaghan,10174,44.78,11/06/03 0:00,S18_4668,49
,Francisca,Cervantes,10183,49.3,11/13/2003 0:00,S18_4668,40
,Mary,Saveley,10194,44.78,11/25/2003 0:00,S18_4668,41
,Yoshi,Tannamuri,10206,53.33,12/05/03 0:00,S18_4668,21
,Steve,Thompson,10215,45.28,1/29/2004 0:00,S18_4668,46
,Valarie,Nelson,10229,40.25,03/11/04 0:00,S18_4668,39
,Leslie,Murphy,10245,59.87,05/04/04 0:00,S18_4668,45
,Akiko,Shimamura,10258,59.87,6/15/2004 0:00,S18_4668,21
,Adrian,Huxley,10270,58.36,7/19/2004 0:00,S18_4668,44
,Kyung,Yu,10281,59.87,8/19/2004 0:00,S18_4668,44
,Maria,Larsson,10291,51.82,09/08/04 0:00,S18_4668,29
,Daniel,Tonini,10304,49.3,10/11/04 0:00,S18_4668,34
,Valarie,Nelson,10312,56.85,10/21/2004 0:00,S18_4668,39
,Michael,Frick,10324,100,11/05/04 0:00,S18_4668,38
,Julie,Murphy,10333,79.86,11/18/2004 0:00,S18_4668,24
,Mart¡n,Sommer,10348,100,11/01/04 0:00,S18_4668,29
,Diego,Freyre,10358,100,12/10/04 0:00,S18_4668,30
,Anna,O'Hara,10370,100,1/20/2005 0:00,S18_4668,20
,Valarie,Nelson,10382,100,2/17/2005 0:00,S18_4668,39
,Jean,Fresnisre,10411,59.87,05/01/05 0:00,S18_4668,35
,Diego,Freyre,10424,59.87,5/31/2005 0:00,S18_4668,26
,Arnold,Cruz,10108,100,03/03/03 0:00,S18_4721,44
,Laurence,Lebihan,10122,100,05/08/03 0:00,S18_4721,28
,Valarie,Nelson,10135,100,07/02/03 0:00,S18_4721,31
,Dan,Lewis,10146,100,09/03/03 0:00,S18_4721,29
,Julie,Brown,10159,100,10/10/03 0:00,S18_4721,32
,Anna,O'Hara,10169,100,11/04/03 0:00,S18_4721,33
,Martine,Rance,10180,100,11/11/03 0:00,S18_4721,44
,Henriette,Pfalzheim,10191,100,11/20/2003 0:00,S18_4721,32
,Dominique,Perrier,10211,100,1/15/2004 0:00,S18_4721,41
,Michael,Holz,10225,100,2/22/2004 0:00,S18_4721,35
,Jytte,Petersen,10238,100,04/09/04 0:00,S18_4721,44
,Dominique,Perrier,10252,100,5/26/2004 0:00,S18_4721,26
,Juri,Yoshido,10264,100,6/30/2004 0:00,S18_4721,20
,Miguel,Barajas,10276,100,08/02/04 0:00,S18_4721,48
,Michael,Holz,10287,100,8/30/2004 0:00,S18_4721,34
,Matti,Karttunen,10299,100,9/30/2004 0:00,S18_4721,49
,Henriette,Pfalzheim,10310,100,10/16/2004 0:00,S18_4721,40
,Kee,Kuo,10319,100,11/03/04 0:00,S18_4721,45
,Arnold,Cruz,10330,100,11/16/2004 0:00,S18_4721,50
,Peter,Ferguson,10342,100,11/24/2004 0:00,S18_4721,38
,Diego,Freyre,10355,100,12/07/04 0:00,S18_4721,25
,Kalle,Suominen,10363,58.18,01/06/05 0:00,S18_4721,28
,Diego,Freyre,10378,67.14,02/10/05 0:00,S18_4721,49
,Valarie,Nelson,10390,100,03/04/05 0:00,S18_4721,49
,Victoria,Ashworth,10110,61.29,3/18/2003 0:00,S18_4933,42
,Sue,King,10124,57.73,5/21/2003 0:00,S18_4933,23
,Anna,O'Hara,10148,81.25,09/11/03 0:00,S18_4933,29
,Palle,Ibsen,10161,80.54,10/17/2003 0:00,S18_4933,25
,Giovanni,Rovelli,10173,71.98,11/05/03 0:00,S18_4933,39
,Valarie,Nelson,10182,69.84,11/12/03 0:00,S18_4933,44
,Sean,Connery,10193,76.26,11/21/2003 0:00,S18_4933,25
,Jeff,Young,10204,76.26,12/02/03 0:00,S18_4933,45
,Thomas,Hardy,10213,83.39,1/22/2004 0:00,S18_4933,25
,Mary,Saveley,10227,57.73,03/02/04 0:00,S18_4933,37
,Frederique,Citeaux,10241,66.99,4/13/2004 0:00,S18_4933,30
,Jeff,Young,10267,75.55,07/07/04 0:00,S18_4933,36
,Diego,Freyre,10279,60.58,08/09/04 0:00,S18_4933,26
,Wendy,Victorino,10288,73.41,09/01/04 0:00,S18_4933,23
,Elizabeth,Devon,10302,72.7,10/06/03 0:00,S18_4933,23
,Diego,Freyre,10311,66.99,10/16/2004 0:00,S18_4933,25
,Victoria,Ashworth,10332,100,11/17/2004 0:00,S18_4933,21
,Laurence,Lebihan,10344,63.43,11/25/2004 0:00,S18_4933,26
,Julie,Young,10367,85.25,01/12/05 0:00,S18_4933,44
,Diego,Freyre,10380,100,2/16/2005 0:00,S18_4933,24
,Sue,Frick,10407,66.99,4/22/2005 0:00,S18_4933,66
,Adrian,Huxley,10420,57.73,5/29/2005 0:00,S18_4933,36
,Victoria,Ashworth,10110,85.25,3/18/2003 0:00,S24_1046,36
,Sue,King,10124,77.9,5/21/2003 0:00,S24_1046,22
,Anna,O'Hara,10148,60.26,09/11/03 0:00,S24_1046,25
,Palle,Ibsen,10161,72.76,10/17/2003 0:00,S24_1046,37
,Julie,King,10172,75.69,11/05/03 0:00,S24_1046,32
,Valarie,Nelson,10182,74.22,11/12/03 0:00,S24_1046,47
,Valarie,Young,10192,69.82,11/20/2003 0:00,S24_1046,37
,Jeff,Young,10204,62.47,12/02/03 0:00,S24_1046,20
,Diego,Freyre,10212,82.31,1/16/2004 0:00,S24_1046,41
,Valarie,Thompson,10226,60.26,2/26/2004 0:00,S24_1046,21
,Frederique,Citeaux,10241,76.43,4/13/2004 0:00,S24_1046,22
,Jeff,Young,10267,80.1,07/07/04 0:00,S24_1046,40
,Diego,Freyre,10279,74.96,08/09/04 0:00,S24_1046,32
,Wendy,Victorino,10288,66.14,09/01/04 0:00,S24_1046,36
,Jan,Klaeboe,10301,72.02,10/05/03 0:00,S24_1046,27
,Diego,Freyre,10311,87.45,10/16/2004 0:00,S24_1046,26
,Violeta,Benitez,10321,70.55,11/04/04 0:00,S24_1046,30
,Victoria,Ashworth,10332,56.84,11/17/2004 0:00,S24_1046,23
,Laurence,Lebihan,10344,59.53,11/25/2004 0:00,S24_1046,29
,Julie,Young,10367,60.37,01/12/05 0:00,S24_1046,21
,Diego,Freyre,10380,100,2/16/2005 0:00,S24_1046,34
,Sue,Frick,10407,76.43,4/22/2005 0:00,S24_1046,26
,Adrian,Huxley,10420,64.67,5/29/2005 0:00,S24_1046,60
,Diego,Freyre,10104,55.49,1/31/2003 0:00,S24_1444,35
,Maria,Hernandez,10115,69.36,04/04/03 0:00,S24_1444,47
,Jeff,Young,10127,60.69,06/03/03 0:00,S24_1444,20
,Kalle,Suominen,10141,54.33,08/01/03 0:00,S24_1444,20
,Tony,Calaghan,10152,65.31,9/25/2003 0:00,S24_1444,25
,Eric,Natividad,10165,69.36,10/22/2003 0:00,S24_1444,25
,Maurizio,Moroni,10176,68.78,11/06/03 0:00,S24_1444,27
,Jose Pedro,Roel,10184,60.11,11/14/2003 0:00,S24_1444,31
,Steve,Frick,10195,66.47,11/25/2003 0:00,S24_1444,44
,Valarie,Franco,10207,46.82,12/09/03 0:00,S24_1444,49
,Dean,Cassidy,10220,56.07,02/12/04 0:00,S24_1444,26
,Roland,Keitel,10230,54.33,3/15/2004 0:00,S24_1444,36
,Diego,Freyre,10246,52.6,05/05/04 0:00,S24_1444,44
,Wendy,Victorino,10259,46.82,6/15/2004 0:00,S24_1444,28
,Valarie,Nelson,10271,64.74,7/20/2004 0:00,S24_1444,45
,Valarie,Nelson,10282,46.82,8/20/2004 0:00,S24_1444,29
,Kwai,Yu,10292,53.75,09/08/04 0:00,S24_1444,40
,Marta,Hernandez,10305,61.85,10/13/2004 0:00,S24_1444,45
,Palle,Ibsen,10314,53.18,10/22/2004 0:00,S24_1444,44
,Michael,Frick,10324,69.16,11/05/04 0:00,S24_1444,25
,Marie,Bertrand,10336,100,11/20/2004 0:00,S24_1444,45
,Jeff,Young,10349,47.4,12/01/04 0:00,S24_1444,48
,Diego,Freyre,10358,60.76,12/10/04 0:00,S24_1444,44
,Valarie,Nelson,10371,97.27,1/23/2005 0:00,S24_1444,25
,Diego,Freyre,10383,91.76,2/22/2005 0:00,S24_1444,22
,Diego,Freyre,10394,50.29,3/15/2005 0:00,S24_1444,31
,Diego,Freyre,10412,52.6,05/03/05 0:00,S24_1444,21
,Janine,Labrune,10425,46.82,5/31/2005 0:00,S24_1444,55
,Kwai,Yu,10107,100,2/24/2003 0:00,S24_1578,25
,Peter,Ferguson,10120,98.05,4/29/2003 0:00,S24_1578,35
,Daniel,Da Cunha,10134,93.54,07/01/03 0:00,S24_1578,35
,Julie,Young,10145,95.8,8/25/2003 0:00,S24_1578,43
,Julie,Brown,10159,100,10/10/03 0:00,S24_1578,44
,Juri,Hirano,10168,100,10/28/2003 0:00,S24_1578,50
,Martine,Rance,10180,100,11/11/03 0:00,S24_1578,48
,Veysel,Oeztan,10188,100,11/18/2003 0:00,S24_1578,25
,Julie,Murphy,10201,100,12/01/03 0:00,S24_1578,39
,Dominique,Perrier,10211,90.16,1/15/2004 0:00,S24_1578,25
,Peter,Ferguson,10223,91.29,2/20/2004 0:00,S24_1578,32
,Michael,Frick,10237,100,04/05/04 0:00,S24_1578,20
,William,Brown,10251,100,5/18/2004 0:00,S24_1578,26
,Julie,King,10263,100,6/28/2004 0:00,S24_1578,42
,Janine,Labrune,10275,100,7/23/2004 0:00,S24_1578,21
,Marta,Hernandez,10285,100,8/27/2004 0:00,S24_1578,34
,Matti,Karttunen,10299,100,9/30/2004 0:00,S24_1578,47
,Jonas,Bergulfsen,10309,100,10/15/2004 0:00,S24_1578,21
,Kyung,Yu,10318,100,11/02/04 0:00,S24_1578,48
,Kwai,Yu,10329,87.78,11/15/2004 0:00,S24_1578,30
,Akiko,Shimamura,10339,84.39,11/23/2004 0:00,S24_1578,27
,Juri,Hirano,10362,96.92,01/05/05 0:00,S24_1578,50
,Tony,Calaghan,10374,100,02/02/05 0:00,S24_1578,38
,Maria,Larsson,10389,100,03/03/05 0:00,S24_1578,45
,Elizabeth,Devon,10403,100,04/08/05 0:00,S24_1578,46
,Diego,Freyre,10417,100,5/13/2005 0:00,S24_1578,35
,Victoria,Ashworth,10110,59.37,3/18/2003 0:00,S24_1628,29
,Carine,Schmitt,10123,59.87,5/20/2003 0:00,S24_1628,50
,Paul,Henriot,10137,49.81,07/10/03 0:00,S24_1628,26
,Anna,O'Hara,10148,56.85,09/11/03 0:00,S24_1628,47
,Palle,Ibsen,10161,53.33,10/17/2003 0:00,S24_1628,23
,Julie,King,10172,42.76,11/05/03 0:00,S24_1628,34
,Veysel,Oeztan,10181,53.83,11/12/03 0:00,S24_1628,34
,Valarie,Young,10192,53.83,11/20/2003 0:00,S24_1628,47
,Jeff,Young,10204,49.81,12/02/03 0:00,S24_1628,45
,Diego,Freyre,10212,53.33,1/16/2004 0:00,S24_1628,45
,Valarie,Thompson,10226,43.27,2/26/2004 0:00,S24_1628,36
,Frederique,Citeaux,10241,40.25,4/13/2004 0:00,S24_1628,21
,Maurizio,Moroni,10266,48.3,07/06/04 0:00,S24_1628,28
,Sue,King,10278,45.28,08/06/04 0:00,S24_1628,35
,Wendy,Victorino,10288,52.32,09/01/04 0:00,S24_1628,50
,Jan,Klaeboe,10301,51.32,10/05/03 0:00,S24_1628,22
,Diego,Freyre,10311,49.3,10/16/2004 0:00,S24_1628,45
,Violeta,Benitez,10321,42.26,11/04/04 0:00,S24_1628,48
,Victoria,Ashworth,10332,87.96,11/17/2004 0:00,S24_1628,20
,Paul,Henriot,10343,36.21,11/24/2004 0:00,S24_1628,27
,Julie,Young,10367,38.5,01/12/05 0:00,S24_1628,38
,Diego,Freyre,10379,100,02/10/05 0:00,S24_1628,32
,Sue,Frick,10407,40.25,4/22/2005 0:00,S24_1628,64
,Adrian,Huxley,10420,60.37,5/29/2005 0:00,S24_1628,37
,Giovanni,Rovelli,10106,88.63,2/17/2003 0:00,S24_1785,28
,Peter,Ferguson,10120,100,4/29/2003 0:00,S24_1785,39
,Diego,Freyre,10133,94.1,6/27/2003 0:00,S24_1785,41
,Julie,Young,10145,87.54,8/25/2003 0:00,S24_1785,40
,Juri,Hirano,10168,100,10/28/2003 0:00,S24_1785,49
,Mory,Kentary,10210,98.48,01/12/04 0:00,S24_1785,27
,Peter,Ferguson,10223,100,2/20/2004 0:00,S24_1785,34
,Elizabeth,Lincoln,10235,96.29,04/02/04 0:00,S24_1785,23
,Sue,Frick,10250,88.63,05/11/04 0:00,S24_1785,31
,Diego,Freyre,10262,97.38,6/24/2004 0:00,S24_1785,34
,Janine,Labrune,10275,95.2,7/23/2004 0:00,S24_1785,25
,Jan,Klaeboe,10284,100,8/21/2004 0:00,S24_1785,22
,Dean,Cassidy,10297,100,9/16/2004 0:00,S24_1785,32
,Steve,Frick,10308,100,10/15/2004 0:00,S24_1785,31
,Helen,Bennett,10316,100,11/01/04 0:00,S24_1785,25
,Giovanni,Rovelli,10328,87.54,11/12/04 0:00,S24_1785,47
,Akiko,Shimamura,10339,50.65,11/23/2004 0:00,S24_1785,21
,Dan,Lewis,10353,71.73,12/04/04 0:00,S24_1785,28
,Tony,Calaghan,10374,94.1,02/02/05 0:00,S24_1785,46
,Diego,Freyre,10386,41.71,03/01/05 0:00,S24_1785,33
,Paul,Henriot,10398,100,3/30/2005 0:00,S24_1785,43
,William,Brown,10401,96.29,04/03/05 0:00,S24_1785,38
,Maurizio,Moroni,10416,88.63,05/10/05 0:00,S24_1785,47
,Roland,Keitel,10101,31.2,01/09/03 0:00,S24_1937,45
,Victoria,Ashworth,10110,35.51,3/18/2003 0:00,S24_1937,20
,Sue,King,10124,37.84,5/21/2003 0:00,S24_1937,45
,Sue,Taylor,10149,33.19,09/12/03 0:00,S24_1937,36
,Julie,Brown,10162,27.22,10/18/2003 0:00,S24_1937,37
,Giovanni,Rovelli,10173,31.53,11/05/03 0:00,S24_1937,31
,Valarie,Nelson,10182,36.84,11/12/03 0:00,S24_1937,39
,Sean,Connery,10193,29.21,11/21/2003 0:00,S24_1937,26
,Diego,Freyre,10205,37.17,12/03/03 0:00,S24_1937,32
,Mart¡n,Sommer,10214,34.19,1/26/2004 0:00,S24_1937,20
,Mary,Saveley,10227,29.21,03/02/04 0:00,S24_1937,42
,Valarie,Franco,10243,29.54,4/26/2004 0:00,S24_1937,33
,Paolo,Accorti,10280,28.88,8/17/2004 0:00,S24_1937,20
,Wendy,Victorino,10288,38.17,09/01/04 0:00,S24_1937,29
,Daniel,Tonini,10304,30.2,10/11/04 0:00,S24_1937,23
,Valarie,Nelson,10312,29.54,10/21/2004 0:00,S24_1937,39
,Valarie,Young,10322,100,11/04/04 0:00,S24_1937,20
,Victoria,Ashworth,10332,81.91,11/17/2004 0:00,S24_1937,45
,Laurence,Lebihan,10344,35.18,11/25/2004 0:00,S24_1937,20
,Daniel,Da Cunha,10356,100,12/09/04 0:00,S24_1937,48
,Julie,Young,10367,36.29,01/12/05 0:00,S24_1937,23
,Diego,Freyre,10380,70.56,2/16/2005 0:00,S24_1937,32
,Anna,O'Hara,10391,100,03/09/05 0:00,S24_1937,33
,Wendy,Victorino,10409,29.54,4/23/2005 0:00,S24_1937,61
,Adrian,Huxley,10420,26.88,5/29/2005 0:00,S24_1937,45
,Kwai,Yu,10107,83.03,2/24/2003 0:00,S24_2000,38
,Peter,Ferguson,10120,83.79,4/29/2003 0:00,S24_2000,34
,Daniel,Da Cunha,10134,83.03,07/01/03 0:00,S24_2000,43
,Julie,Young,10145,83.03,8/25/2003 0:00,S24_2000,47
,Jonas,Bergulfsen,10158,67.03,10/10/03 0:00,S24_2000,22
,Juri,Hirano,10168,75.41,10/28/2003 0:00,S24_2000,29
,Martine,Rance,10180,68.55,11/11/03 0:00,S24_2000,28
,Veysel,Oeztan,10188,91.4,11/18/2003 0:00,S24_2000,40
,Julie,Murphy,10201,73.88,12/01/03 0:00,S24_2000,25
,Mory,Kentary,10210,61.7,01/12/04 0:00,S24_2000,30
,Peter,Ferguson,10223,69.31,2/20/2004 0:00,S24_2000,38
,Rosa,Hernandez,10236,87.6,04/03/04 0:00,S24_2000,36
,Sue,Frick,10250,87.6,05/11/04 0:00,S24_2000,32
,Julie,King,10263,62.46,6/28/2004 0:00,S24_2000,37
,Janine,Labrune,10275,79.98,7/23/2004 0:00,S24_2000,30
,Marta,Hernandez,10285,70.08,8/27/2004 0:00,S24_2000,39
,Dean,Cassidy,10297,65.51,9/16/2004 0:00,S24_2000,32
,Steve,Frick,10308,63.22,10/15/2004 0:00,S24_2000,47
,Kyung,Yu,10318,86.83,11/02/04 0:00,S24_2000,26
,Kwai,Yu,10329,94.43,11/15/2004 0:00,S24_2000,37
,Eduardo,Saavedra,10340,79.98,11/24/2004 0:00,S24_2000,55
,Kalle,Suominen,10363,100,01/06/05 0:00,S24_2000,21
,Janine,Labrune,10375,100,02/03/05 0:00,S24_2000,23
,Maria,Larsson,10389,81.4,03/03/05 0:00,S24_2000,49
,Dominique,Perrier,10402,87.6,04/07/05 0:00,S24_2000,59
